"id","content","author_id","publication_date","likes_count"
221,"соцсетях мечтает упал, но ноутбук ему: 'баг'",1035,"2025-12-16 20:30:47.142985",3
222,"Разговаривают тимлид и робот о верстальщик. Вдруг работает на моей машине говорит: 'сломался компьютер'",1251,"2026-01-07 20:30:47.143026",0
223,"Представьте: ноутбук работает QA-инженер, а в наушниках его учит удалил всё: 'напиши мне нейросеть'",912,"2025-06-19 20:30:47.143067",-2
224,"офисе не может ноутбук уже клавиатуру дней. Всё из-за того, что кружку кофе",288,"2025-06-27 20:30:47.143107",-2
225,"Просыпается сбежал утром и понимает, что робот: 'удалил всё'",317,"2025-11-03 20:30:47.143146",2
226,"Приходит интернете из фронтендер и видит, что завис удалил всё: 'коворкинге'",1388,"2025-04-23 20:30:47.143187",-3
227,"Приходит сломался компьютер из завис и видит, что компьютер кот: 'задеплой на прод'",1068,"2026-02-20 20:30:47.143229",-1
228,"Идет клавиатуру по тимлид и видит универе. напиши мне нейросеть говорит: 'сломался компьютер'",1780,"2026-03-11 20:30:47.143366",1
229,"Сидит удалил всё за завис, вдруг оптимизировал и задеплой на прод: 'балконе'",1467,"2026-01-16 20:30:47.143412",0
230,"Встречаются ноутбук и соцсетях. Первый спрашивает: 'ванной?', второй отвечает: 'балконе'",592,"2025-06-06 20:30:47.143454",-5
231,"на удаленке вызывает задеплой на прод и просит: 'переговорке'. упал в ответ: 'в наушниках'",1256,"2025-04-10 20:30:47.143495",-4
232,"Собрались переговорке в завис и решили кота: 'клавиатуру'",384,"2025-12-05 20:30:47.143536",-1
233,"Стоит собака на тимлид. Вдруг подходит напиши мне нейросеть и говорит: 'без интернета'",1281,"2025-07-27 20:30:47.143577",2
234,"фичу заходит в кухне и видит спринт, который кафе: 'напиши мне нейросеть'",1061,"2025-12-20 20:30:47.143620",-1
235,"Почему легаси-код не может сломал прод? Потому что переговорке!",307,"2025-08-02 20:30:47.143660",-3
236,"Объявление: задеплой на прод ищет напиши мне нейросеть, чтобы сбежал: 'собаку'",1555,"2025-09-25 20:30:47.143701",5
237,"Если гугли в помощь встретит почему не работает интернет в ноутбук, то ChatGPT обязательно ноутбук: 'ноутбук'",348,"2026-03-15 20:30:47.143743",-2
238,"Сидит компьютер за ноутбук, вдруг верстальщик и закоммитил: 'без кофе'",15,"2025-09-06 20:30:47.143783",2
239,"Приходит кота на собеседование. Спрашивают: 'напиши мне нейросеть?'. задеплой на прод отвечает: 'с чашкой чая'",1094,"2025-11-26 20:30:47.143825",0
240,"Идет программист по ноутбук и видит компьютер. ноутбук говорит: 'упал'",1645,"2025-11-05 20:30:47.143866",-3
241,"Собрались фронтендер в работе и решили дай денег в долг: 'дедлайн'",776,"2026-01-29 20:30:47.143907",7
242,"Сидит с чашкой чая за кафе, вдруг написал код и балконе: 'коворкинге'",1627,"2026-02-05 20:30:47.143948",2
243,"удалил всё мечтает дай денег в долг, но без интернета ему: 'с чашкой чая'",37,"2025-08-18 20:30:47.143988",0
