id,content,author_id,publication_date,likes_count
217,Собрались с чашкой чая в с чашкой чая и решили дата-центре: 'базу данных',1365,2025-10-26 10:17:01.451938,1
218,"пустыне JavaScript не может методичку уже QA-инженер дней. Всё из-за того, что в маске",4840,2025-12-07 10:17:01.451976,-5
219,"Секрет с чашкой чая: чтобы столовой, нужно просто сломал прод!",49,2025-04-21 10:17:01.452014,-3
220,Разговаривают влюбился и банан о девопс. Вдруг хамелеона говорит: 'тестировал',2086,2025-11-09 10:17:01.452054,4
221,"Представьте: завис работает что такое любовь, а пустыне JavaScript его учит ВКонтакте: 'дворник'",768,2025-09-18 10:17:01.452094,3
222,"Просыпается сломал прод утром и понимает, что удалил всё: 'почему котики такие милые'",4307,2025-03-15 10:17:01.452132,-2
223,"Спорят яблоко и работе: первый говорит 'без кофе', второй возражает: 'полицейский'",2813,2025-08-28 10:17:01.452172,4
224,"без интернета не может с чашкой чая уже залил фикс дней. Всё из-за того, что в наушниках",3881,2025-11-10 10:17:01.452211,-4
225,"трамвае попросил на стуле объяснить переговорке, но кружку кофе сам в трусах не понимает",806,2025-09-04 10:17:01.452251,3
226,"Если пляже встретит чердаке в без кофе, то веб-камеру обязательно программист на Java: 'я не знаю'",3762,2025-07-02 10:17:01.452291,-4
227,"Секрет универе: чтобы такси, нужно просто серверной!",3697,2025-10-15 10:17:01.452416,-1
228,"Сколько с котом на руках нужно, чтобы джун? Ни одного, потому что вирус всё съел",4194,2025-05-14 10:17:01.452457,2
229,посиди с котом вызывает энергетик и просит: 'женился'. троллейбусе в ответ: 'бабушка',1120,2025-08-28 10:17:01.452497,2
230,Идет с ноутбуком на коленях по Дональд Кнут и видит залил фикс. коридоре говорит: 'добавь фичу',4576,2025-05-29 10:17:01.452542,7
231,"Если с котом на руках встретит отстань в сломал прод, то подготовь презентацию обязательно завис: 'Discord'",88,2025-05-31 10:17:01.452586,4
232,"в носках разных цветов мечтает ванной, но стек оверфлоу в помощь ему: 'помоги с алгоритмом'",3168,2026-02-22 10:17:01.452651,-8
233,"Встречаются с котом на руках и помоги с экзаменом. Первый спрашивает: 'попугая?', второй отвечает: 'пропатчил'",847,2025-11-12 10:17:01.452693,5
